1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198
0.093776500	0.096274000	0.189490030	0.486628800	0.119442750	0.375317286	0.381762125	0.469335733	0.423221300	0.509181091	0.320323092	0.523708077	0.388715264	0.565647676	0.442215613	0.364572900	0.500497111	0.288052226	0.506054575	0.368874943	0.529844314	0.352986761	0.393516096	0.324098956	0.467694454	0.409901200	0.271697489	0.417014786	0.424932690	0.358257532	0.381480594	0.360636418	0.374548003	0.353268543	0.344817550	0.376163486	0.428514329	0.476724967	0.418760902	0.412472122	0.438659119	0.325606747	0.381107234	0.378966776	0.418679867	0.380108940	0.451951201	0.373789982	0.364573408	0.384837279	0.442038081	0.353310202	0.396466759	0.447018358	0.388874957	0.474903605	0.444831505	0.413066224	0.412386138	0.412176743	0.426161026	0.450732389	0.450086609	0.363307171	0.440561400	0.430452507	0.457277784	0.330026583	0.388806747	0.513692975	0.392221739	0.440525653	0.420272106	0.394621350	0.448497400	0.402470165	0.436933692	0.416548819	0.389661343	0.343728842	0.429468076	0.391283728	0.377602048	0.416213166	0.353639290	0.363256276	0.457534817	0.440954018	0.415175857	0.431799242	0.401781450	0.468828530	0.412396359	0.467201791	0.366089409	0.405850247	0.403056955	0.443834903	0.461901888	0.433441373	0.466111597	0.412508318	0.407821482	0.452843440	0.408596828	0.381045993	0.405721969	0.403997272	0.365367541	0.417897070	0.440795855	0.404283500	0.382286645	0.436240599	0.415808366	0.426941312	0.451664319	0.443128547	0.429795319	0.433957757	0.383505098	0.446457884	0.443189181	0.421224109	0.444158072	0.418736770	0.434916896	0.414688819	0.457907437	0.406512265	0.431382141	0.429525448	0.456229746	0.411303939	0.411121892	0.453961563	0.395463533	0.457440060	0.457548613	0.387609075	0.409049475	0.437815262	0.425707745	0.441411147	0.439771186	0.407368247	0.438764220	0.401452900	0.420115583	0.431250664	0.388428091	0.448648735	0.403037037	0.431248441	0.408165981	0.400931093	0.444417252	0.423132179	0.424132605	0.380324722	0.425957787	0.403273863	0.398591390	0.475246034	0.412081420	0.435083989	0.465370891	0.416815863	0.421036765	0.410493206	0.419033170	0.419203806	0.427133823	0.391574710	0.432853202	0.385323465	0.399669010	0.436810593	0.438160016	0.482711306	0.400945307	0.410936817	0.465421121	0.438311632	0.443107220	0.398125452	0.368289645	0.397562192	0.404753969	0.456208158	0.464315958	0.407772492	0.428227616	0.421460023	0.372546676	0.451129140	0.463758453	0.393044868
0.385057500	0.253698000	0.243640250	0.499521200	0.450403883	0.313862429	0.318668875	0.333889111	0.440250200	0.471309218	0.412582950	0.444339715	0.480158357	0.419139107	0.468026587	0.324077247	0.262935235	0.425529555	0.384590295	0.387816505	0.376004455	0.363485987	0.371773888	0.466422360	0.392618181	0.369380395	0.426082543	0.444874838	0.468131333	0.420548981	0.491885591	0.415157455	0.446534268	0.377744955	0.352366708	0.449417081	0.439506105	0.424574833	0.431555812	0.404571124	0.426036931	0.471430870	0.405184945	0.410186398	0.299157870	0.354293038	0.324146344	0.426856978	0.414738862	0.417908835	0.480902992	0.444475321	0.525132885	0.397737543	0.437150216	0.391469589	0.455906838	0.341503540	0.453149229	0.433687784	0.463114645	0.492567329	0.420809190	0.390219295	0.453030929	0.378576120	0.442593707	0.400324003	0.375176970	0.413860349	0.475758158	0.385437382	0.350640914	0.361793356	0.421259908	0.397396022	0.417954479	0.455737553	0.414298854	0.467536186	0.470858083	0.397735155	0.407745823	0.419575324	0.416653377	0.407750943	0.440215060	0.445776977	0.389775067	0.452697071	0.405397747	0.458636520	0.385381522	0.459561097	0.459480980	0.461135640	0.360525634	0.435434004	0.415359746	0.430288491	0.406957210	0.434013224	0.462379510	0.447699323	0.382248814	0.425998271	0.417879494	0.406212717	0.386187972	0.380063489	0.397573093	0.432804145	0.362060684	0.419968042	0.409501162	0.403029153	0.409802715	0.401121972	0.411280096	0.397342875	0.435031855	0.438260925	0.450146475	0.364026245	0.427802842	0.385395317	0.428231643	0.380357171	0.355747612	0.422162798	0.435202900	0.402875818	0.427686405	0.404954929	0.408836884	0.436122194	0.391198165	0.396294188	0.426075076	0.393495022	0.451930534	0.455618350	0.482550668	0.431353959	0.463222365	0.443579279	0.469797312	0.441852478	0.426996945	0.435531839	0.468522476	0.423541383	0.455673776	0.446490178	0.415483461	0.408167759	0.435042080	0.443449969	0.395542582	0.448593309	0.386110362	0.424931189	0.457166253	0.405781345	0.422158592	0.416427186	0.425771712	0.443807178	0.415540640	0.420295609	0.423672663	0.470053722	0.439347478	0.416581179	0.425830195	0.433687340	0.413274172	0.397834529	0.449620384	0.396783628	0.374923145	0.432312338	0.455571364	0.397009178	0.438527026	0.430050480	0.434836956	0.427434955	0.419815852	0.417425588	0.448674874	0.391742839	0.414764581	0.424636083	0.449806331	0.407391590	0.407225680	0.441017544
0.000000000	0.245799733	0.452641000	0.309712900	0.320308500	0.356808171	0.210717500	0.267373367	0.216906460	0.306180182	0.467219042	0.354923162	0.267023979	0.377543667	0.357258281	0.409103706	0.378346167	0.370655058	0.384202185	0.481215948	0.330475373	0.458978365	0.358547396	0.300889025	0.384283048	0.496895222	0.346089426	0.393795414	0.499945867	0.309266435	0.356771463	0.447954106	0.409051971	0.523155757	0.426927072	0.472955508	0.509931992	0.369963808	0.450794040	0.381138722	0.349119862	0.326447749	0.434130265	0.436048122	0.338931426	0.326184606	0.426298510	0.442391924	0.392218962	0.332195676	0.512308125	0.420091172	0.421161894	0.389899335	0.344989806	0.453665218	0.443652129	0.425550107	0.350289695	0.455983123	0.476460306	0.442852522	0.405450281	0.391228732	0.417335547	0.460392734	0.416203553	0.414227035	0.432711262	0.431921113	0.474519776	0.494205321	0.405526255	0.461624272	0.408698612	0.513006898	0.452303729	0.353218320	0.446749600	0.426956238	0.381467468	0.453285295	0.443350151	0.410497039	0.375287420	0.381933994	0.372743072	0.423170334	0.458670610	0.468835471	0.431391062	0.396436723	0.405066404	0.462859277	0.394672652	0.393875400	0.418324558	0.438276328	0.394854919	0.411741434	0.427313212	0.423569597	0.435741853	0.449963582	0.512593028	0.348643410	0.401249726	0.429900573	0.426759791	0.409761087	0.418486505	0.455051337	0.445453973	0.418906420	0.464763369	0.430572456	0.358221103	0.463000437	0.408945819	0.392317055	0.435133866	0.384988971	0.358587645	0.444136622	0.444201022	0.379591631	0.469323473	0.432986401	0.420782733	0.369641864	0.377009409	0.428875051	0.404721692	0.373824539	0.398934809	0.458224176	0.407671269	0.437195801	0.427909340	0.422387415	0.381137518	0.459397223	0.416450471	0.406486015	0.420644657	0.415448001	0.408757323	0.402082639	0.427908478	0.406030430	0.379479513	0.410773353	0.457167195	0.374868373	0.457629599	0.427896415	0.472315872	0.407369111	0.371427859	0.467091151	0.423273258	0.391599380	0.418877691	0.431570620	0.405195936	0.445120212	0.414617102	0.397569508	0.423978434	0.425140689	0.403804391	0.454346107	0.434278940	0.439216917	0.429250782	0.443694560	0.416426019	0.420440429	0.381131130	0.415621035	0.418580571	0.409991319	0.429917104	0.434814839	0.429103204	0.396368547	0.413483096	0.415719202	0.430897504	0.397186236	0.377805944	0.474323199	0.393496997	0.392859583	0.440552949	0.410099360	0.401566450	0.454523375
0.114657000	0.382444333	0.199029725	0.323557800	0.178586833	0.196221029	0.298299500	0.468994433	0.571600800	0.362244364	0.379201642	0.270653923	0.391577179	0.374255735	0.413957877	0.388995353	0.281347232	0.450365289	0.369614150	0.355745114	0.372037127	0.466223370	0.318987079	0.402269280	0.305824635	0.302616326	0.426827307	0.438394848	0.392075637	0.392427323	0.424661853	0.478403379	0.411741385	0.414565060	0.403329911	0.312449614	0.465882684	0.305701792	0.428529538	0.431697418	0.359000402	0.373718851	0.489539873	0.413706292	0.368324057	0.374448645	0.509696022	0.399604449	0.356020459	0.395882083	0.352402462	0.414857794	0.377357707	0.337215847	0.318903734	0.401647304	0.412910832	0.395978663	0.361069437	0.474867748	0.470421968	0.403832251	0.344526245	0.353331855	0.360973136	0.441255370	0.329559675	0.484587586	0.442007996	0.430013758	0.462594742	0.376555073	0.341035918	0.497703236	0.396733938	0.462482229	0.443295625	0.431815117	0.413560113	0.374515702	0.382713706	0.415123781	0.404748045	0.373870847	0.458757124	0.372569779	0.375650201	0.418626398	0.347820997	0.369393635	0.448884695	0.401608277	0.463846380	0.473854497	0.368032784	0.382006755	0.421998098	0.426072074	0.442343977	0.404110936	0.343387687	0.387757839	0.415988030	0.402113288	0.456307419	0.399181144	0.395188411	0.424289338	0.426482625	0.457079051	0.425156023	0.399253053	0.383821988	0.498892973	0.406870434	0.418361681	0.391439599	0.423494340	0.407893512	0.420502016	0.366007502	0.369269457	0.415510411	0.464393238	0.357353293	0.403281075	0.418746918	0.484442829	0.447026287	0.461948525	0.441092874	0.401802149	0.407037896	0.394458873	0.453689821	0.411149231	0.436358676	0.419383754	0.452081705	0.428312026	0.418990959	0.447025074	0.376530849	0.424792897	0.399321984	0.340763021	0.410347947	0.395857702	0.426690483	0.419318235	0.403549582	0.441907339	0.404631695	0.449666970	0.390554355	0.395562545	0.455801186	0.439144096	0.389265490	0.382120347	0.400362176	0.405041937	0.418279849	0.415782190	0.429675736	0.405281474	0.436337182	0.442582749	0.432299698	0.416165369	0.439789507	0.412638273	0.438548975	0.432417557	0.372416415	0.403425762	0.473808418	0.393361464	0.414776932	0.458924457	0.433004048	0.442915254	0.451374926	0.412381963	0.414107759	0.376542837	0.403599648	0.441696625	0.434397683	0.395211862	0.427663515	0.395852408	0.403561356	0.379657078	0.432696238	0.417313266	0.398113232	0.436404740
0.500000000	0.086859667	0.171632250	0.127383820	0.380756317	0.378777143	0.430738813	0.488013778	0.234374259	0.350568182	0.435661425	0.379504749	0.370430057	0.527572467	0.366137250	0.485643141	0.673123389	0.352981084	0.440577900	0.307622643	0.456488706	0.455322039	0.453572304	0.395968376	0.295606192	0.346051426	0.357497068	0.411611752	0.433240067	0.413278871	0.506737459	0.388000985	0.299115674	0.408114000	0.388743103	0.429481346	0.489354526	0.412549911	0.363741677	0.483998880	0.467688895	0.376933519	0.401571818	0.532992756	0.404462028	0.328508113	0.504583727	0.444339449	0.332341448	0.323392520	0.461544512	0.461088400	0.421879506	0.424599701	0.371359491	0.401991733	0.463327798	0.453295158	0.413748883	0.521536539	0.436223035	0.509214289	0.325090128	0.364988525	0.440903546	0.403796824	0.476619268	0.393728387	0.395997583	0.537402241	0.390153856	0.414936063	0.342085121	0.427124798	0.392645597	0.366428709	0.427668785	0.501482975	0.439706794	0.463476214	0.407946223	0.498068828	0.465753285	0.380751311	0.362224414	0.490334913	0.358986597	0.392158583	0.395365234	0.432139675	0.387791443	0.395889149	0.407401013	0.402581167	0.412756364	0.407420067	0.478060914	0.441956310	0.370302462	0.423120987	0.453176941	0.435894532	0.430944619	0.430373330	0.479851755	0.400562899	0.420774194	0.419775055	0.385769098	0.405614269	0.427826780	0.443085973	0.407356945	0.396819281	0.417517622	0.415215216	0.449076492	0.389194042	0.446855258	0.392140279	0.422795773	0.425929689	0.439216908	0.396419687	0.474471908	0.414369847	0.396845031	0.475640203	0.399947324	0.411277801	0.391932285	0.433789376	0.397108347	0.403436988	0.418198164	0.402420695	0.388794668	0.425491783	0.368464637	0.477970603	0.431162148	0.452966587	0.439783718	0.404360606	0.455340554	0.417437991	0.435513856	0.402911715	0.405680921	0.483855395	0.402794277	0.441938248	0.420116869	0.379783569	0.425394534	0.415972732	0.428647911	0.402721834	0.431402409	0.434858316	0.425113497	0.395359579	0.409896450	0.377857296	0.433002737	0.423049034	0.407966388	0.420243314	0.455299709	0.387367433	0.413426426	0.416020392	0.436588054	0.432774682	0.389022222	0.435645520	0.378368645	0.390269545	0.476787019	0.402284493	0.426596627	0.428418025	0.416360427	0.420424741	0.422768949	0.443598884	0.436767481	0.451858048	0.392421649	0.425272463	0.379446668	0.436606379	0.390637844	0.380051050	0.427618273	0.465712226	0.455495584	0.390907155
0.151657500	0.142128000	0.612734250	0.216395800	0.404724650	0.342751571	0.294811000	0.506308333	0.327806310	0.253980630	0.290603517	0.484535923	0.542867236	0.472813940	0.408272311	0.343491835	0.280168461	0.391331349	0.394627555	0.395595714	0.412255745	0.475188926	0.447203713	0.281757267	0.364359419	0.488255820	0.428362779	0.492154759	0.379944467	0.480056752	0.381703225	0.500696303	0.376197874	0.440929971	0.543391353	0.420103533	0.421535437	0.419991490	0.404397910	0.422651958	0.407861519	0.333936867	0.455228676	0.321417616	0.415861659	0.360077068	0.447721800	0.362074710	0.432599220	0.422871095	0.359894047	0.427419735	0.427416131	0.423514911	0.419653413	0.388079581	0.477053823	0.411419754	0.397599348	0.479873493	0.413501140	0.471387804	0.410913450	0.392573356	0.409611398	0.371344843	0.396189391	0.366656391	0.420148004	0.410880895	0.429152808	0.413523057	0.366085598	0.369111979	0.431942599	0.445662915	0.380156719	0.387025920	0.449631059	0.446174393	0.394348705	0.424656810	0.394563145	0.427613672	0.452789916	0.397955146	0.409705587	0.405632987	0.438861603	0.465111179	0.438923001	0.400555913	0.467881795	0.415540812	0.376952070	0.457560979	0.398857199	0.480431515	0.385309504	0.420231072	0.464421845	0.407037206	0.391592434	0.430264554	0.399591194	0.423122460	0.405698031	0.405949769	0.437574667	0.398013303	0.354796832	0.441435925	0.432172211	0.367617654	0.337349068	0.450690484	0.467496489	0.434182159	0.405669053	0.418802499	0.381707044	0.558948093	0.434493323	0.404672092	0.427815576	0.414228300	0.384128764	0.502998982	0.425447154	0.400555136	0.380402438	0.424227930	0.402463424	0.454941884	0.402281265	0.461276818	0.395033164	0.441418418	0.451137347	0.428292446	0.434377261	0.460959297	0.431805208	0.386176788	0.389937864	0.433973205	0.484011818	0.444526895	0.460234155	0.372351998	0.421216121	0.453482854	0.359545957	0.415849331	0.458475970	0.394346632	0.446937890	0.398709780	0.408952910	0.396930871	0.379622304	0.438485921	0.441286209	0.412839012	0.419589290	0.410316652	0.412674940	0.440993672	0.411277585	0.438920973	0.429666636	0.422652546	0.376754648	0.418122169	0.456242662	0.441723003	0.423026980	0.423892322	0.434220462	0.444040187	0.450362192	0.456909766	0.424206969	0.413267746	0.428825402	0.373286324	0.413257106	0.399564934	0.420480988	0.432915717	0.428313951	0.405595365	0.431725370	0.416274615	0.442636415	0.423806963	0.388748538	0.398861719
0.024639050	0.502128333	0.214034750	0.382992000	0.242769850	0.335150614	0.535884125	0.508922889	0.363417300	0.328207545	0.419274667	0.299435269	0.308257643	0.304942087	0.384374838	0.384857294	0.508127394	0.424576577	0.307954360	0.287290124	0.507974541	0.521612687	0.448621163	0.411976280	0.375846435	0.368094463	0.460115407	0.452329621	0.416456453	0.326802388	0.397421672	0.392744503	0.343504647	0.522739663	0.392301113	0.362769468	0.466534692	0.440607031	0.454975890	0.415169166	0.439721812	0.435484856	0.363028824	0.369203007	0.404495809	0.453140194	0.419623786	0.442708071	0.422312150	0.388511037	0.394389693	0.465698759	0.385411024	0.353671955	0.362432057	0.416040265	0.406203945	0.438414119	0.469498632	0.333397184	0.378624934	0.456083998	0.457204241	0.371437372	0.477752485	0.399692399	0.457681711	0.357006049	0.466546421	0.407476681	0.514091637	0.372764390	0.375856009	0.526908192	0.483007707	0.376808447	0.435065107	0.364730847	0.407981588	0.406951487	0.459842294	0.384296663	0.369542748	0.440683605	0.370932038	0.412487180	0.422712311	0.405806015	0.443931689	0.370911432	0.439442705	0.316448469	0.454742732	0.391749117	0.383071414	0.435070159	0.441585789	0.461083031	0.485267685	0.469552721	0.372140698	0.417040849	0.411988599	0.480734098	0.381499750	0.416875290	0.458242308	0.401040686	0.406315224	0.482558537	0.394500144	0.463191165	0.401267975	0.411892256	0.426181903	0.467060191	0.432018523	0.470039645	0.455458926	0.444066767	0.435889530	0.379690382	0.419985435	0.421112201	0.390403940	0.413795106	0.437041828	0.416309426	0.463898219	0.445267123	0.462183411	0.478471453	0.421491188	0.414352371	0.401978777	0.388662057	0.416339695	0.441153454	0.435752286	0.417738892	0.408543459	0.416677096	0.411750154	0.411837841	0.424669714	0.397923071	0.438593839	0.400025793	0.401559233	0.440586217	0.434966090	0.396798965	0.405534825	0.467502706	0.393968184	0.401142442	0.419128865	0.391470269	0.393124851	0.409134440	0.409800086	0.388074479	0.435955873	0.428338340	0.495522221	0.408715337	0.424613827	0.409039796	0.428963804	0.403059307	0.435962011	0.464101824	0.456714570	0.458907248	0.432191034	0.434946877	0.453708297	0.417399170	0.363805650	0.445996462	0.457221035	0.441588875	0.445793076	0.416264910	0.430456319	0.456903807	0.416913021	0.417333394	0.450283874	0.420717566	0.424112673	0.400886052	0.449652573	0.420226935	0.407932904	0.395523216	0.439819577	0.444812741
0.049890400	0.320060667	0.146092750	0.440549000	0.375238633	0.185884714	0.383564625	0.300507333	0.363622500	0.498665364	0.396409750	0.244827243	0.372818929	0.237904075	0.544812844	0.321543659	0.414121778	0.344959358	0.429675976	0.335849248	0.492956991	0.351457365	0.385700767	0.454903440	0.466639473	0.493618874	0.406628893	0.482442512	0.476488641	0.295650519	0.337749850	0.375358932	0.455151830	0.407890146	0.399200675	0.368109297	0.313698795	0.342602001	0.393139441	0.501400690	0.363467588	0.386945681	0.432505780	0.448993824	0.491907085	0.467429457	0.404866604	0.421463192	0.396517666	0.483259464	0.413480384	0.351185847	0.458861440	0.354082429	0.486764427	0.437831861	0.426530079	0.502638671	0.412035672	0.446333316	0.401570895	0.440973797	0.461488783	0.399978243	0.361396958	0.348664099	0.437026160	0.461209513	0.449103741	0.338851880	0.419174443	0.410559042	0.420628266	0.422356575	0.393088221	0.417260671	0.426112576	0.385480233	0.410731900	0.372069606	0.382801238	0.404922463	0.395138682	0.462296727	0.390140425	0.435937555	0.427593034	0.374986493	0.411499817	0.367721077	0.487136243	0.473225468	0.393518503	0.417398028	0.452052754	0.444742117	0.384291678	0.347277578	0.429705370	0.451910628	0.366289457	0.445080411	0.356594185	0.405678824	0.383767170	0.421972444	0.408022561	0.510501006	0.363130340	0.423724371	0.418446104	0.402842912	0.397991432	0.420121264	0.417558141	0.425893292	0.432704782	0.433597653	0.412323773	0.382859438	0.439774109	0.448471482	0.545795708	0.449811077	0.447877755	0.388857202	0.416785182	0.427424757	0.427109303	0.436160593	0.478517205	0.417272781	0.415825042	0.431528637	0.387916920	0.420929059	0.394748821	0.439713201	0.439827190	0.386813939	0.375578542	0.432028165	0.407216758	0.388892758	0.428087453	0.401505180	0.433664741	0.433968755	0.430523115	0.427936958	0.447811370	0.370812075	0.480068112	0.437385853	0.429188418	0.422587518	0.385085916	0.444775206	0.398784309	0.390320865	0.429554530	0.443482536	0.388641604	0.418067439	0.405512721	0.436316157	0.408590392	0.432262549	0.439269372	0.442197963	0.421850756	0.399908660	0.400414796	0.419731154	0.465153844	0.418425901	0.422350437	0.404781626	0.452786715	0.433083744	0.406004729	0.372310435	0.431044165	0.392280960	0.399181315	0.457224427	0.412305310	0.405509179	0.403687009	0.392134014	0.405172052	0.413445082	0.427539877	0.440331973	0.462279171	0.398704509	0.387249757	0.407001599
0.000000000	0.253373000	0.536803750	0.344344360	0.416038833	0.422169857	0.455438125	0.330518667	0.497094600	0.381622818	0.488083383	0.403587385	0.374158079	0.459060980	0.442671313	0.438481000	0.512981500	0.368787316	0.430276277	0.454795271	0.407960232	0.412765109	0.358550157	0.439843180	0.647255808	0.393707881	0.361692279	0.442686360	0.515060480	0.392106400	0.420274359	0.349425315	0.318588409	0.450193294	0.426939911	0.426332941	0.399124157	0.417886292	0.459869120	0.289759180	0.479849424	0.349770627	0.406575447	0.510079913	0.438151804	0.525940468	0.431507347	0.414932006	0.449777104	0.406613345	0.388902519	0.408543628	0.336418063	0.384928246	0.412754389	0.370823699	0.379336988	0.389094734	0.462591773	0.493589421	0.437529802	0.421912410	0.403190240	0.442009691	0.437023114	0.427223573	0.475605613	0.327179624	0.411591144	0.407911182	0.497114704	0.422831962	0.450027556	0.379530525	0.456718616	0.394150770	0.360352977	0.443250623	0.402952003	0.417328813	0.410665233	0.448653948	0.402989943	0.404399391	0.439721050	0.396952354	0.439717326	0.425991500	0.419111582	0.461159222	0.446012978	0.415791022	0.423588814	0.508022129	0.392310020	0.369734839	0.417992543	0.442630610	0.399775256	0.468142235	0.389668595	0.441031809	0.478089435	0.368381449	0.461633744	0.414456390	0.432381036	0.458206434	0.436188718	0.405993006	0.407081973	0.439693101	0.455999897	0.430570653	0.427061548	0.465366142	0.384018033	0.430791952	0.386045771	0.438071570	0.470455719	0.472967885	0.438653373	0.425315940	0.431673446	0.462206868	0.414895251	0.374253397	0.361281772	0.384302854	0.477783058	0.402149472	0.453839231	0.377587053	0.418838554	0.437966711	0.442550912	0.461600935	0.403708721	0.434708401	0.431600171	0.430780478	0.427377926	0.413456118	0.468927843	0.378224064	0.409771407	0.427932225	0.400744282	0.417305372	0.406211647	0.452326142	0.390882896	0.419389314	0.439846797	0.417929587	0.387089153	0.406665681	0.455581894	0.410096893	0.447632544	0.424231223	0.400857720	0.418691227	0.396380213	0.441491112	0.420948194	0.443910664	0.362401089	0.398027796	0.420116047	0.434037498	0.468239073	0.396745239	0.400112193	0.377339532	0.380988923	0.419266108	0.416135599	0.394125699	0.398036709	0.460486469	0.529696563	0.415424425	0.410886165	0.445297694	0.435803031	0.442753019	0.439807940	0.377154528	0.454797561	0.379670266	0.416759919	0.403603216	0.436316135	0.445897653	0.403157646	0.396840362
0.335676000	0.240701667	0.379408750	0.233292000	0.289520000	0.428435429	0.752122750	0.388754667	0.449862100	0.361564782	0.263136267	0.335431169	0.520110414	0.471426173	0.418220406	0.428508424	0.364994022	0.394586421	0.339477549	0.353298514	0.478006259	0.331361570	0.324528571	0.440079580	0.453441904	0.331683111	0.376626750	0.349062024	0.506574700	0.448233945	0.391450787	0.314975031	0.449749179	0.401530411	0.485136864	0.469889768	0.474541739	0.490804456	0.396404610	0.386537622	0.443748690	0.433903955	0.368775235	0.345846182	0.407813500	0.430197643	0.425961488	0.382815035	0.534461238	0.353745235	0.455909179	0.461336762	0.469465706	0.494152245	0.338306509	0.428249602	0.336822566	0.366984390	0.444946528	0.446846311	0.359270423	0.470623610	0.454335029	0.361710015	0.411280605	0.421820514	0.386208574	0.434322058	0.332886049	0.352000401	0.407002307	0.461876207	0.469914359	0.446126886	0.377577147	0.445237087	0.445494862	0.440892247	0.491866336	0.421498272	0.378453624	0.418438007	0.482667429	0.443854971	0.387087375	0.370481506	0.416143685	0.405282570	0.489891947	0.459638175	0.424630057	0.423535072	0.382857395	0.397226793	0.399254196	0.367326723	0.388366359	0.389190506	0.456294701	0.435678020	0.408869071	0.398937198	0.415676116	0.430083489	0.438595989	0.401486315	0.455533855	0.370075179	0.448988105	0.382302465	0.437728832	0.401701013	0.451629242	0.398074651	0.486703894	0.433782683	0.402055001	0.437416896	0.415808142	0.420221559	0.454535121	0.434509995	0.399402365	0.405035363	0.437391023	0.414549309	0.426281582	0.414296475	0.442177060	0.394281976	0.385987411	0.395379578	0.396991295	0.427711869	0.436763089	0.390022163	0.428335374	0.406756904	0.379941145	0.411729914	0.472232038	0.407043767	0.415196888	0.450162155	0.393107051	0.443507208	0.449110018	0.410645598	0.426909173	0.375819380	0.462757063	0.376857058	0.439407918	0.435118055	0.440296931	0.411850269	0.432703384	0.408282628	0.400705951	0.444358946	0.387659120	0.463361291	0.443185501	0.402190334	0.407157258	0.435209740	0.422701623	0.434985201	0.445325044	0.347863803	0.425592335	0.402782321	0.399177511	0.443896881	0.434421798	0.443543380	0.443736951	0.438189977	0.412448628	0.407904662	0.396958425	0.396755416	0.421147421	0.378208915	0.417230732	0.405367737	0.439677949	0.412700163	0.389073239	0.413835519	0.446852948	0.407200469	0.447406152	0.413714605	0.407319035	0.398046031	0.348330056	0.431452080
